id_usuario,profesion,edad,genero,pericia_informatica,dispositivo,tiempo_segundos,tarea_completada,comentarios_usuario,propuestas_mejora,valoracion,comentarios_facilitador
1,Profesor,39,Hombre,10,tableta,143,1,"Organizacion de la información del piloto puede mejorarse para encontrar la información mas facilmente. Fecha de la carrera no sale como tal.","Incluir fecha de la carrera y reorganizar información en piloto",9,"Incluir la fecha de la carrera en meteorología.html para que se pueda responder de forma correcta la pregunta."
